status,experiment_id,phase,repeat_index,server_version,pgvector_version,database_trigger,job_id,executor,strategy,total_rows,written_rows,db_fetch_rows,ray_batch_rows,embedding_dim,model_workers,max_inflight_limit,writeback_mode,write_batch_rows,object_count,operator_invocations,max_inflight_seen,token_count,db_fetch_s,arrow_build_s,model_service_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s
ok,pg18_4_vector_writeback_4096,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,94,ray_actor,coalesced,4096,4096,4096,1024,128,4,8,pgvector,64,4,4,4,155648,0.01482,0.0013,3.285512,0.0,0.0,0.001365,0.489003,1.466575,2792.902
ok,pg18_4_vector_writeback_4096,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,95,ray_actor,coalesced,4096,4096,4096,1024,128,4,8,pgvector,64,4,4,4,155648,0.014029,0.000941,3.273851,0.0,0.0,0.001639,0.410321,1.377983,2972.46
ok,pg18_4_vector_writeback_4096,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,96,ray_actor,coalesced,4096,4096,4096,1024,128,4,8,pgvector,64,4,4,4,155648,0.010862,0.024945,3.29629,0.0,0.0,0.001697,0.398871,1.377027,2974.523
ok,pg18_4_vector_writeback_4096,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,97,ray_actor,coalesced,4096,4096,4096,1024,128,4,8,pgvector,256,4,4,4,155648,0.009974,0.002626,3.261218,0.0,0.0,0.001555,0.355115,1.326788,3087.155
ok,pg18_4_vector_writeback_4096,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,98,ray_actor,coalesced,4096,4096,4096,1024,128,4,8,pgvector,256,4,4,4,155648,0.011665,0.000994,3.261958,0.0,0.0,0.002027,0.390311,1.366336,2997.798
ok,pg18_4_vector_writeback_4096,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,99,ray_actor,coalesced,4096,4096,4096,1024,128,4,8,pgvector,256,4,4,4,155648,0.010457,0.00133,3.250636,0.0,0.0,0.00188,0.369599,1.333987,3070.496
ok,pg18_4_vector_writeback_4096,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,100,ray_actor,coalesced,4096,4096,4096,1024,128,4,8,pgvector,256,4,4,4,155648,0.010718,0.001656,3.260835,0.0,0.0,0.001575,0.387964,1.371708,2986.059
ok,pg18_4_vector_writeback_4096,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,101,ray_actor,coalesced,4096,4096,4096,1024,128,4,8,pgvector,1024,4,4,4,155648,0.012423,0.003817,3.255708,0.0,0.0,0.001446,0.356966,1.317621,3108.632
ok,pg18_4_vector_writeback_4096,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,102,ray_actor,coalesced,4096,4096,4096,1024,128,4,8,pgvector,1024,4,4,4,155648,0.011651,0.001673,3.29613,0.0,0.0,0.001744,0.475319,1.46099,2803.578
ok,pg18_4_vector_writeback_4096,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,103,ray_actor,coalesced,4096,4096,4096,1024,128,4,8,pgvector,1024,4,4,4,155648,0.00789,0.001256,3.283439,0.0,0.0,0.001554,0.347416,1.317085,3109.899
ok,pg18_4_vector_writeback_4096,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,104,ray_actor,coalesced,4096,4096,4096,1024,128,4,8,pgvector,1024,4,4,4,155648,0.014843,0.001752,3.265299,0.0,0.0,0.002038,0.383986,1.377118,2974.328
ok,pg18_4_vector_writeback_4096,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,105,ray_actor,coalesced,4096,4096,4096,1024,128,4,8,pgvector,0,4,4,4,155648,0.010572,0.003916,3.23338,0.0,0.0,0.00145,0.385037,1.347573,3039.538
ok,pg18_4_vector_writeback_4096,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,106,ray_actor,coalesced,4096,4096,4096,1024,128,4,8,pgvector,0,4,4,4,155648,0.01107,0.00097,3.282673,0.0,0.0,0.001537,0.40086,1.378739,2970.831
ok,pg18_4_vector_writeback_4096,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,107,ray_actor,coalesced,4096,4096,4096,1024,128,4,8,pgvector,0,4,4,4,155648,0.013298,0.001372,3.255247,0.0,0.0,0.002088,0.341919,1.307625,3132.396
ok,pg18_4_vector_writeback_4096,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,108,ray_actor,coalesced,4096,4096,4096,1024,128,4,8,pgvector,0,4,4,4,155648,0.012845,0.030806,3.301956,0.0,0.0,0.001349,0.387655,1.395065,2936.065
