system,scenario,repeat,short_jct_s,short_p99_s,short_actual_work,short_work_per_s,group_service_tokens_per_s,group_gpu_util_pct,group_mfu_fraction,group_running_mean,group_waiting_mean,group_kv_mean,group_gpu_energy_j,short_long_overlap_s,short_manifest_sha256,request_p99_status,throughput_scope
project,staggered_shared_work,3,77.79075717926025,13.457446575164795,147674.0,1898.3489215781958,8524.77673460191,94.69534050179212,0.3207900842365062,77.62724014336918,0.043010752688172046,0.29021372508528354,,72.79075717926025,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,observed,group_all_active_jobs
project,staggered_static_partition,3,73.94419503211975,9.41550326347351,147928.0,2000.535673364803,7023.391178534009,95.68035190615836,0.26477547280307,51.530791788856305,0.008797653958944282,0.19183260226928917,,68.94419503211975,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,observed,group_all_active_jobs
daft_ray,single_short_native,1,12.63324785232544,,,,12896.762725193375,43.291666666666664,0.3859663362516531,179.85714285714286,0.0,0.17566090303919693,5967.614662682414,0.0,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,unavailable:native_adapter_boundary,short_job_group
ray_data_http,single_short_native,1,130.96333408355713,,,,1239.7821202108933,86.46142857142857,0.03823230012143436,12.693181818181818,0.0,0.012843937363812306,79428.17699690929,0.0,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,unavailable:native_adapter_boundary,short_job_group
daft_native,single_short_native,1,10.640310287475586,,,,15286.490300142312,64.13636363636364,0.45713626798187085,262.0833333333333,0.0,0.25759887846756985,6401.581467637148,0.0,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,unavailable:native_adapter_boundary,short_job_group
ray_data_http,single_short_native,2,128.87246108055115,,,,1263.2256622944892,89.10579710144927,0.03890756354054618,12.846743295019158,0.0,0.012985864766986268,81035.87388349205,0.0,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,unavailable:native_adapter_boundary,short_job_group
daft_native,single_short_native,2,11.532585620880127,,,,14085.56635433875,58.67647058823529,0.4209997892898277,237.15384615384616,0.0,0.23183140367151087,6663.721312150535,0.0,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,unavailable:native_adapter_boundary,short_job_group
daft_ray,single_short_native,2,13.378118753433228,,,,12156.940971858428,40.91836734693877,0.3635435998504362,170.91666666666666,0.0,0.17153408432997536,6204.397436562898,0.0,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,unavailable:native_adapter_boundary,short_job_group
daft_native,single_short_native,3,11.004170894622803,,,,14808.748570019898,58.57142857142857,0.4432091515925066,251.04,0.0,0.2442846508858121,6474.693807905878,0.0,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,unavailable:native_adapter_boundary,short_job_group
daft_ray,single_short_native,3,18.196358919143677,,,,8930.083250283955,32.04838709677419,0.2669458645903802,136.13333333333333,0.0,0.1358145997717235,7116.053017406118,0.0,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,unavailable:native_adapter_boundary,short_job_group
ray_data_http,single_short_native,3,126.90096235275269,,,,1283.1975186078466,89.50437317784257,0.03936092475296259,13.042635658914728,0.0,0.013229766426272343,77219.52417109792,0.0,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,unavailable:native_adapter_boundary,short_job_group
daft_native,staggered_short_long_native,1,20.50313425064087,,,,14305.708372097959,88.80421686746988,0.5853112396324889,218.16666666666666,166.26666666666668,0.7208997072105603,48195.30731779739,15.50313425064087,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,unavailable:native_adapter_boundary,group_all_active_jobs
daft_ray,staggered_short_long_native,1,29.523049354553223,,,,12482.025447409125,77.95502645502646,0.5157513515189431,190.8029197080292,145.8029197080292,0.6273889434043048,50031.13632003494,24.523054122924805,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,unavailable:native_adapter_boundary,group_all_active_jobs
ray_data_http,staggered_short_long_native,1,174.60262179374695,,,,4790.726201576237,89.67446808510638,0.17848829453951218,24.96,0.0,0.08934154278057807,122507.16126670026,169.60261964797974,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,unavailable:native_adapter_boundary,group_all_active_jobs
daft_ray,staggered_short_long_native,2,29.640614986419678,,,,12352.01605811231,76.82291666666666,0.5049403739876118,189.52173913043478,147.3913043478261,0.6226619457875647,49832.623022157946,24.640615701675415,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,unavailable:native_adapter_boundary,group_all_active_jobs
ray_data_http,staggered_short_long_native,2,172.47681140899658,,,,4774.4138171265795,89.97058823529412,0.17359400432361155,24.82336182336182,0.0,0.08850804630170418,123121.97769072992,167.47681164741516,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,unavailable:native_adapter_boundary,group_all_active_jobs
daft_native,staggered_short_long_native,2,20.1197988986969,,,,14448.369452144147,90.28181818181818,0.5870586465620348,219.26050420168067,167.52941176470588,0.7241446824375127,48122.05323908154,15.119803190231323,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,unavailable:native_adapter_boundary,group_all_active_jobs
ray_data_http,staggered_short_long_native,3,166.3444299697876,,,,4830.474692418577,89.86673773987206,0.17800750795161285,25.276657060518733,0.0,0.0902252832612336,122214.39819352854,161.3444254398346,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,unavailable:native_adapter_boundary,group_all_active_jobs
daft_native,staggered_short_long_native,3,19.89860510826111,,,,14458.351255679769,89.78787878787878,0.5893649802408774,218.7310924369748,167.73949579831933,0.7277133274033151,48009.01926864221,14.898593664169312,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,unavailable:native_adapter_boundary,group_all_active_jobs
daft_ray,staggered_short_long_native,3,31.392481327056885,,,,12190.833386370485,76.7963917525773,0.5048357815848561,190.17857142857142,148.28571428571428,0.6219517641804377,50681.40414146249,26.392489433288574,85b3f90cdc4045ae9fdb48f1d30772649c25d86375b72bab0fbd903f2a01c971,unavailable:native_adapter_boundary,group_all_active_jobs
