schema_version,runtime_state_mode,observed_epoch_s,elapsed_s,endpoint_id,calibration_signature,request_limit,active_requests,organizer_queued_work,organizer_oldest_queue_age_s,model_active_work,model_queued_work_estimated,model_capacity_work,service_rate_tokens_s,vllm_running,vllm_waiting,vllm_kv_usage,control_policy,control_action,control_reason,control_arm_name,control_action_scores,control_observation_status,control_observed_goodput,control_observed_tail_risk,control_observed_energy,control_previous_request_limit,control_previous_work_limit,control_recommended_request_limit,control_applied_request_limit,control_applied_work_limit
1,actuated_saor_capacity,1786437690.5379343,9.480178594589233,endpoint-0,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437690.5379343,9.480178594589233,endpoint-1,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437690.858848,9.801092386245728,endpoint-0,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437690.858848,9.801092386245728,endpoint-1,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437691.239818,10.18206238746643,endpoint-0,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437691.239818,10.18206238746643,endpoint-1,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437691.5831125,10.525356769561768,endpoint-0,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437691.5831125,10.525356769561768,endpoint-1,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437691.8996263,10.841870546340942,endpoint-0,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437691.8996263,10.841870546340942,endpoint-1,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437692.2562633,11.19850754737854,endpoint-0,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437692.2562633,11.19850754737854,endpoint-1,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437692.6124053,11.554649591445923,endpoint-0,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437692.6124053,11.554649591445923,endpoint-1,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437692.951522,11.893766403198242,endpoint-0,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
1,actuated_saor_capacity,1786437692.951522,11.893766403198242,endpoint-1,text-stage-work-v1:d8d5e995fe9a471d174f8128bc1ce47356cf34c745152d36b9e42208519d9733,128,0,0,0.0,0,0,131072,,0.0,0.0,0.0,saor_capacity,fallback,invalid_observation,lower,{},invalid:ValueError:runtime observation field service_rate_tokens_s is missing or invalid,,,,128,131072,128,128,131072
