status,experiment_id,phase,repeat_index,server_version,pgvector_version,database_trigger,job_id,executor,strategy,total_rows,written_rows,db_fetch_rows,ray_batch_rows,embedding_dim,model_workers,max_inflight_limit,object_count,operator_invocations,max_inflight_seen,token_count,db_fetch_s,arrow_build_s,model_service_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s
ok,pg18_4_actor_batch_workers_4096,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,51,ray_actor,coalesced,4096,4096,4096,256,128,2,8,16,16,8,155648,0.009016,0.001335,3.268294,0.927504,0.115938,0.006283,0.493876,2.270623,1803.91
ok,pg18_4_actor_batch_workers_4096,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,52,ray_actor,coalesced,4096,4096,4096,256,128,2,8,16,16,8,155648,0.012246,0.001861,3.274075,0.939326,0.117416,0.005967,0.462496,2.265056,1808.343
ok,pg18_4_actor_batch_workers_4096,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,53,ray_actor,coalesced,4096,4096,4096,256,128,4,8,16,16,8,155648,0.012544,0.003203,3.325319,0.536367,0.067046,0.004942,0.448364,1.450086,2824.661
ok,pg18_4_actor_batch_workers_4096,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,54,ray_actor,coalesced,4096,4096,4096,256,128,4,8,16,16,8,155648,0.009683,0.001344,3.346148,0.547384,0.068423,0.00559,0.500054,1.496171,2737.655
ok,pg18_4_actor_batch_workers_4096,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,55,ray_actor,coalesced,4096,4096,4096,256,128,4,8,16,16,8,155648,0.010801,0.001671,3.340494,0.560477,0.07006,0.005946,0.498078,1.50476,2722.029
ok,pg18_4_actor_batch_workers_4096,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,56,ray_actor,coalesced,4096,4096,4096,1024,128,1,8,4,4,4,155648,0.009405,0.002208,3.181618,0.0,0.0,0.001775,0.47644,3.77428,1085.24
ok,pg18_4_actor_batch_workers_4096,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,57,ray_actor,coalesced,4096,4096,4096,1024,128,1,8,4,4,4,155648,0.010264,0.001023,3.19638,0.0,0.0,0.001887,0.45028,3.760781,1089.136
ok,pg18_4_actor_batch_workers_4096,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,58,ray_actor,coalesced,4096,4096,4096,1024,128,1,8,4,4,4,155648,0.011072,0.001654,3.180396,0.0,0.0,0.001934,0.465413,3.765653,1087.726
ok,pg18_4_actor_batch_workers_4096,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,59,ray_actor,coalesced,4096,4096,4096,1024,128,2,8,4,4,4,155648,0.008868,0.002743,3.217679,0.0,0.0,0.001514,0.459376,2.20301,1859.274
ok,pg18_4_actor_batch_workers_4096,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,60,ray_actor,coalesced,4096,4096,4096,1024,128,2,8,4,4,4,155648,0.009393,0.001543,3.187704,0.0,0.0,0.001611,0.476715,2.196198,1865.041
ok,pg18_4_actor_batch_workers_4096,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,61,ray_actor,coalesced,4096,4096,4096,1024,128,2,8,4,4,4,155648,0.009582,0.00146,3.223213,0.0,0.0,0.001448,0.435709,2.189584,1870.675
ok,pg18_4_actor_batch_workers_4096,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,62,ray_actor,coalesced,4096,4096,4096,1024,128,4,8,4,4,4,155648,0.011649,0.003174,3.259993,0.0,0.0,0.001698,0.443818,1.402416,2920.675
ok,pg18_4_actor_batch_workers_4096,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,63,ray_actor,coalesced,4096,4096,4096,1024,128,4,8,4,4,4,155648,0.012596,0.001468,3.252701,0.0,0.0,0.001429,0.445666,1.406429,2912.339
ok,pg18_4_actor_batch_workers_4096,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,64,ray_actor,coalesced,4096,4096,4096,1024,128,4,8,4,4,4,155648,0.014675,0.001472,3.296265,0.0,0.0,0.001369,0.472163,1.458611,2808.15
ok,pg18_4_actor_batch_workers_4096,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,65,ray_actor,coalesced,4096,4096,4096,64,128,1,8,64,64,8,155648,0.009128,0.002649,3.892481,3.482558,0.062189,0.01683,0.459657,4.536876,902.824
ok,pg18_4_actor_batch_workers_4096,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,66,ray_actor,coalesced,4096,4096,4096,64,128,1,8,64,64,8,155648,0.011738,0.001449,3.88873,3.503286,0.062559,0.016741,0.449251,4.544892,901.231
ok,pg18_4_actor_batch_workers_4096,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,67,ray_actor,coalesced,4096,4096,4096,64,128,1,8,64,64,8,155648,0.009218,0.00164,3.870925,3.498731,0.062477,0.016871,0.473134,4.562861,897.682
