status,experiment_id,phase,repeat_index,server_version,pgvector_version,database_trigger,job_id,executor,strategy,total_rows,written_rows,db_fetch_rows,ray_batch_rows,embedding_dim,model_workers,max_inflight_limit,writeback_mode,write_batch_rows,object_count,operator_invocations,max_inflight_seen,token_count,db_fetch_s,arrow_build_s,model_service_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s
ok,pg18_4_pgvector_scaling,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,124,python,coalesced,4096,4096,4096,1024,128,4,8,pgvector,256,4,4,1,155648,0.011333,0.001067,3.182181,0.0,0.0,0.0,0.394845,3.595842,1139.094
ok,pg18_4_pgvector_scaling,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,125,ray_task,coalesced,4096,4096,4096,1024,128,4,8,pgvector,256,4,4,4,155648,0.007994,0.002471,3.300197,0.0,0.0,0.001466,0.397483,1.387686,2951.677
ok,pg18_4_pgvector_scaling,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,126,ray_task,coalesced,4096,4096,4096,1024,128,4,8,pgvector,256,4,4,4,155648,0.009465,0.000929,3.172835,0.0,0.0,0.001707,0.409311,1.22941,3331.679
ok,pg18_4_pgvector_scaling,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,127,ray_task,coalesced,4096,4096,4096,1024,128,4,8,pgvector,256,4,4,4,155648,0.010197,0.00151,3.171982,0.0,0.0,0.00161,0.43098,1.252179,3271.098
ok,pg18_4_pgvector_scaling,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,128,ray_task,coalesced,4096,4096,4096,1024,128,4,8,pgvector,256,4,4,4,155648,0.007679,0.001458,3.178087,0.0,0.0,0.002078,0.415744,1.238161,3308.131
ok,pg18_4_pgvector_scaling,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,129,ray_actor,coalesced,4096,4096,4096,1024,128,4,8,pgvector,256,4,4,4,155648,0.00896,0.003215,3.286835,0.0,0.0,0.001508,0.422475,1.410738,2903.445
ok,pg18_4_pgvector_scaling,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,130,ray_actor,coalesced,4096,4096,4096,1024,128,4,8,pgvector,256,4,4,4,155648,0.015522,0.001022,3.263735,0.0,0.0,0.001975,0.368831,1.340791,3054.912
ok,pg18_4_pgvector_scaling,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,131,ray_actor,coalesced,4096,4096,4096,1024,128,4,8,pgvector,256,4,4,4,155648,0.010186,0.001216,3.272521,0.0,0.0,0.001414,0.362531,1.331213,3076.894
ok,pg18_4_pgvector_scaling,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,132,ray_actor,coalesced,4096,4096,4096,1024,128,4,8,pgvector,256,4,4,4,155648,0.013243,0.00143,3.266347,0.0,0.0,0.001647,0.412895,1.415783,2893.099
ok,pg18_4_pgvector_scaling,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,133,python,coalesced,16384,16384,16384,1024,128,4,8,pgvector,256,16,16,1,622592,0.030329,0.005292,12.752865,0.0,0.0,0.0,1.622587,14.432653,1135.204
ok,pg18_4_pgvector_scaling,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,134,python,coalesced,16384,16384,16384,1024,128,4,8,pgvector,256,16,16,1,622592,0.027447,0.005404,12.715937,0.0,0.0,0.0,1.462388,14.235221,1150.948
ok,pg18_4_pgvector_scaling,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,135,python,coalesced,16384,16384,16384,1024,128,4,8,pgvector,256,16,16,1,622592,0.03984,0.00433,12.694479,0.0,0.0,0.0,1.543986,14.304136,1145.403
ok,pg18_4_pgvector_scaling,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,136,python,coalesced,16384,16384,16384,1024,128,4,8,pgvector,256,16,16,1,622592,0.025023,0.004853,12.707699,0.0,0.0,0.0,1.443269,14.200418,1153.769
ok,pg18_4_pgvector_scaling,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,137,ray_task,coalesced,16384,16384,16384,1024,128,4,8,pgvector,256,16,16,8,622592,0.030061,0.005539,12.906923,1.005966,0.125746,0.006917,1.46354,3.354936,4883.55
ok,pg18_4_pgvector_scaling,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,138,ray_task,coalesced,16384,16384,16384,1024,128,4,8,pgvector,256,16,16,8,622592,0.026163,0.004289,12.802352,0.803789,0.100474,0.007562,1.525247,3.20292,5115.332
ok,pg18_4_pgvector_scaling,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,139,ray_task,coalesced,16384,16384,16384,1024,128,4,8,pgvector,256,16,16,8,622592,0.031151,0.004796,12.805011,0.808752,0.101094,0.00701,1.477968,3.163396,5179.244
ok,pg18_4_pgvector_scaling,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,140,ray_task,coalesced,16384,16384,16384,1024,128,4,8,pgvector,256,16,16,8,622592,0.029631,0.004444,12.775284,0.800048,0.100006,0.006449,1.476436,3.148977,5202.96
ok,pg18_4_pgvector_scaling,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,141,ray_actor,coalesced,16384,16384,16384,1024,128,4,8,pgvector,256,16,16,8,622592,0.03682,0.005234,12.833293,1.695847,0.211981,0.00616,1.518599,4.897555,3345.343
ok,pg18_4_pgvector_scaling,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,142,ray_actor,coalesced,16384,16384,16384,1024,128,4,8,pgvector,256,16,16,8,622592,0.03017,0.006035,12.892816,1.729858,0.216232,0.006817,1.522444,4.933884,3320.71
ok,pg18_4_pgvector_scaling,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,143,ray_actor,coalesced,16384,16384,16384,1024,128,4,8,pgvector,256,16,16,8,622592,0.030016,0.00575,12.890147,1.73594,0.216993,0.007767,1.671171,5.087386,3220.515
ok,pg18_4_pgvector_scaling,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,job_table,144,ray_actor,coalesced,16384,16384,16384,1024,128,4,8,pgvector,256,16,16,8,622592,0.037572,0.005742,12.898534,1.740476,0.21756,0.007435,1.444214,4.879925,3357.429
