mode,batch_size,repeat_index,wall_s,host_ownership_copy_s,h2d_cuda_s,forward_cuda_s,images_per_s,host_input_bytes,device_input_bytes,logical_h2d_gbps,output_sum,output_norm_error
r2_pageable_fp32,16,15,0.0050454046577215195,0.00051131471991539,0.0011042239665985107,0.003369055986404419,3171.202526939737,9633792,4816896,8.7244909469555,-24.953208923339844,0.0
r0_gpu_resident,16,16,0.0033231526613235474,0.0,0.0,0.0032914559841156006,4814.705079972917,0,4816896,,-24.953208923339844,0.0
r1_pinned_fp16,16,16,0.003621729090809822,0.0,0.00021404799818992615,0.0033583359718322753,4417.779353127261,4816896,4816896,22.503812419333805,-24.953208923339844,0.0
r2_pageable_fp32,16,16,0.00507654994726181,0.0005116481333971024,0.0011021440029144287,0.003402559995651245,3151.746789890264,9633792,4816896,8.740955786653204,-24.953208923339844,0.0
r2_pageable_fp32,16,17,0.0051142312586307526,0.0005053021013736725,0.0011754879951477051,0.003370176076889038,3128.5249318748492,9633792,4816896,8.195568172339755,-24.953208923339844,0.0
r0_gpu_resident,16,17,0.0033164862543344498,0.0,0.0,0.0032845439910888672,4824.383028601115,0,4816896,,-24.953208923339844,0.0
r1_pinned_fp16,16,17,0.0036009997129440308,0.0,0.00021372799575328826,0.0033371520042419435,4443.210573576817,4816896,4816896,22.537506062426502,-24.953208923339844,0.0
r1_pinned_fp16,16,18,0.00352434441447258,0.0,0.00021340799331665038,0.003262207984924316,4539.851421528679,4816896,4816896,22.571300751855105,-24.953208923339844,0.0
r2_pageable_fp32,16,18,0.005060328170657158,0.0005010459572076797,0.0010991679430007934,0.003399679899215698,3161.8502714463607,9633792,4816896,8.76462242312051,-24.953208923339844,0.0
r0_gpu_resident,16,18,0.0033428147435188293,0.0,0.0,0.0033124160766601564,4786.385494745523,0,4816896,,-24.953208923339844,0.0
r1_pinned_fp16,16,19,0.003530304878950119,0.0,0.00021353599429130553,0.00326582407951355,4532.186467917257,4816896,4816896,22.55777072144941,-24.953208923339844,0.0
r2_pageable_fp32,16,19,0.005055049434304237,0.0004951115697622299,0.0011017600297927857,0.003395679950714111,3165.1520342060107,9633792,4816896,8.744002087107736,-24.953208923339844,0.0
r0_gpu_resident,16,19,0.0032988861203193665,0.0,0.0,0.0032695679664611816,4850.121955240769,0,4816896,,-24.953208923339844,0.0
r2_pageable_fp32,16,20,0.004984091967344284,0.000501515343785286,0.0010828800201416015,0.003338239908218384,3210.213636672803,9633792,4816896,8.896453735234905,-24.953208923339844,0.0
r1_pinned_fp16,16,20,0.003607863560318947,0.0,0.00021340799331665038,0.00334550404548645,4434.757504683894,4816896,4816896,22.571300751855105,-24.953208923339844,0.0
r0_gpu_resident,16,20,0.0039032120257616043,0.0,0.0,0.003872927904129028,4099.188026271271,0,4816896,,-24.953208923339844,0.0
r2_pageable_fp32,16,21,0.0050238873809576035,0.0005091074854135513,0.0010966399908065795,0.003354655981063843,3184.784766602439,9633792,4816896,8.78482645240243,-24.953208923339844,0.0
r1_pinned_fp16,16,21,0.0035905633121728897,0.0,0.00021350400149822236,0.003326143980026245,4456.125295369693,4816896,4816896,22.56115092081825,-24.953208923339844,0.0
r0_gpu_resident,16,21,0.0033294111490249634,0.0,0.0,0.0033007678985595705,4805.654598917797,0,4816896,,-24.953208923339844,0.0
r2_pageable_fp32,16,22,0.005039701238274574,0.0005189981311559677,0.0011099519729614257,0.003345407962799072,3174.7913702673904,9633792,4816896,8.679467431637066,-24.953208923339844,0.0
r1_pinned_fp16,16,22,0.0035771988332271576,0.0,0.00022409600019454955,0.0033026559352874758,4472.773459328693,4816896,4816896,21.494787929361518,-24.953208923339844,0.0
r0_gpu_resident,16,22,0.003328433260321617,0.0,0.0,0.003297919988632202,4807.0664930364155,0,4816896,,-24.953208923339844,0.0
r2_pageable_fp32,16,23,0.005513079464435577,0.0005133263766765594,0.0015225600004196167,0.0034150400161743165,2902.1892579663845,9633792,4816896,6.32736443709603,-24.953208923339844,0.0
r0_gpu_resident,16,23,0.0033008363097906113,0.0,0.0,0.0032711360454559324,4847.256421817221,0,4816896,,-24.953208923339844,0.0
r1_pinned_fp16,16,23,0.0035718418657779694,0.0,0.0002133439928293228,0.0033101119995117187,4479.481623555891,4816896,4816896,22.57807185531379,-24.953208923339844,0.0
r1_pinned_fp16,16,24,0.0035624057054519653,0.0,0.00021302400529384614,0.003288032054901123,4491.346950043711,4816896,4816896,22.611986819774394,-24.953208923339844,0.0
r0_gpu_resident,16,24,0.0033122673630714417,0.0,0.0,0.003282367944717407,4830.5279272997195,0,4816896,,-24.953208923339844,0.0
r2_pageable_fp32,16,24,0.005070772022008896,0.0005046408623456955,0.0011104639768600463,0.0033935360908508303,3155.338068947784,9633792,4816896,8.675465571823915,-24.953208923339844,0.0
r1_pinned_fp16,16,25,0.0035706814378499985,0.0,0.00021356800198554993,0.0033076479434967043,4480.937400462703,4816896,4816896,22.554389961123075,-24.953208923339844,0.0
r0_gpu_resident,16,25,0.00330483540892601,0.0,0.0,0.003273344039916992,4841.390877374921,0,4816896,,-24.953208923339844,0.0
r2_pageable_fp32,16,25,0.010291388258337975,0.005701063200831413,0.0010995839834213256,0.003418207883834839,1554.697927856037,9633792,4816896,8.761306226037158,-24.953208923339844,0.0
r2_pageable_fp32,16,26,0.009914716705679893,0.005228972062468529,0.001180735945701599,0.0034201600551605226,1613.7626999300949,9633792,4816896,8.159141792092688,-24.953208923339844,0.0
r1_pinned_fp16,16,26,0.003913471475243568,0.0,0.0002130880057811737,0.003648416042327881,4088.441707372911,4816896,4816896,22.605195362082515,-24.953208923339844,0.0
r0_gpu_resident,16,26,0.003369620069861412,0.0,0.0,0.0033397440910339356,4748.309800000111,0,4816896,,-24.953208923339844,0.0
r2_pageable_fp32,16,27,0.005012808367609978,0.0005182269960641861,0.0010836800336837767,0.003349503993988037,3191.8235900225586,9633792,4816896,8.889886036980531,-24.953208923339844,0.0
r0_gpu_resident,16,27,0.0033212099224328995,0.0,0.0,0.003290560007095337,4817.521437572803,0,4816896,,-24.953208923339844,0.0
r1_pinned_fp16,16,27,0.0035536792129278183,0.0,0.00021318399906158447,0.00329200005531311,4502.376000004193,4816896,4816896,22.595016611019187,-24.953208923339844,0.0
r1_pinned_fp16,16,28,0.0035386551171541214,0.0,0.00021260799467563628,0.0032741758823394774,4521.491773085708,4816896,4816896,22.656231753414822,-24.953208923339844,0.0
r0_gpu_resident,16,28,0.003329901024699211,0.0,0.0,0.0033002240657806397,4804.947618959718,0,4816896,,-24.953208923339844,0.0
r2_pageable_fp32,16,28,0.005038445815443993,0.0005197655409574509,0.001086303949356079,0.0033682239055633544,3175.5824288030108,9633792,4816896,8.868412938856162,-24.953208923339844,0.0
r2_pageable_fp32,16,29,0.005065165460109711,0.0005181841552257538,0.001083199977874756,0.0034035520553588865,3158.8306692064984,9633792,4816896,8.893825883288468,-24.953208923339844,0.0
r0_gpu_resident,16,29,0.0033415984362363815,0.0,0.0,0.0033122239112854004,4788.127689579806,0,4816896,,-24.953208923339844,0.0
r1_pinned_fp16,16,29,0.0035386625677347183,0.0,0.0002128639966249466,0.00327507209777832,4521.482253178616,4816896,4816896,22.628984123074027,-24.953208923339844,0.0
r1_pinned_fp16,16,30,0.0036096442490816116,0.0,0.000212896004319191,0.003347615957260132,4432.56977583617,4816896,4816896,22.625581984986987,-24.953208923339844,0.0
r0_gpu_resident,16,30,0.003318173810839653,0.0,0.0,0.0032881278991699217,4821.929444362426,0,4816896,,-24.953208923339844,0.0
r2_pageable_fp32,16,30,0.00500229187309742,0.0005113817751407623,0.0010959039926528931,0.003333120107650757,3198.5338732529412,9633792,4816896,8.790726253929547,-24.953208923339844,0.0
r2_pageable_fp32,64,1,0.03214586712419987,0.021378858014941216,0.004183680057525635,0.006481919765472412,1990.924673231785,38535168,19267584,9.210830529615345,-99.87991333007812,0.0
r1_pinned_fp16,64,1,0.007350871339440346,0.0,0.0008028799891471863,0.006488351821899414,8706.450847073675,19267584,19267584,23.998087211596715,-99.87991333007812,0.0
r0_gpu_resident,64,1,0.006483197212219238,0.0,0.0,0.006453919887542725,9871.67255677117,0,19267584,,-99.87991333007812,0.0
r0_gpu_resident,64,2,0.006503771990537643,0.0,0.0,0.006474624156951905,9840.443375492527,0,19267584,,-99.87991333007812,0.0
r1_pinned_fp16,64,2,0.007316360250115395,0.0,0.0007928640246391296,0.006471903800964356,8747.518959169702,19267584,19267584,24.301246369160967,-99.87991333007812,0.0
r2_pageable_fp32,64,2,0.03398565761744976,0.023279855027794838,0.004158368110656738,0.006457344055175781,1883.1473182128314,38535168,19267584,9.266896766845896,-99.87991333007812,0.0
r0_gpu_resident,64,3,0.00652969628572464,0.0,0.0,0.006492767810821533,9801.374704045294,0,19267584,,-99.87991333007812,0.0
r1_pinned_fp16,64,3,0.007310176268219948,0.0,0.0007921919822692871,0.006469056129455566,8754.918848979303,19267584,19267584,24.32186191130932,-99.87991333007812,0.0
r2_pageable_fp32,64,3,0.03288440220057964,0.02211054041981697,0.0042005438804626465,0.006482944011688232,1946.2114472882797,38535168,19267584,9.17385202883674,-99.87991333007812,0.0
r0_gpu_resident,64,4,0.006521536037325859,0.0,0.0,0.006483839988708496,9813.638939307779,0,19267584,,-99.87991333007812,0.0
r2_pageable_fp32,64,4,0.03267757222056389,0.021749243140220642,0.004375072002410889,0.006465536117553711,1958.5298310418855,38535168,19267584,8.807893442385668,-99.87991333007812,0.0
r1_pinned_fp16,64,4,0.007347431033849716,0.0,0.0008027520179748535,0.006486400127410889,8710.527489832994,19267584,19267584,24.001912880402827,-99.87991333007812,0.0
r0_gpu_resident,64,5,0.006500402465462685,0.0,0.0,0.006467967987060547,9845.544232074655,0,19267584,,-99.87991333007812,0.0
r1_pinned_fp16,64,5,0.007299309596419334,0.0,0.0007918080091476441,0.006457888126373291,8767.952524084621,19267584,19267584,24.333656362911682,-99.87991333007812,0.0
r2_pageable_fp32,64,5,0.03265826217830181,0.021792158484458923,0.004183167934417724,0.0065075201988220215,1959.687862464454,38535168,19267584,9.211958162842414,-99.87991333007812,0.0
r1_pinned_fp16,64,6,0.007338559255003929,0.0,0.0008027520179748535,0.0064774718284606935,8721.05787745196,19267584,19267584,24.001912880402827,-99.87991333007812,0.0
r0_gpu_resident,64,6,0.006479714065790176,0.0,0.0,0.00645136022567749,9876.979037993313,0,19267584,,-99.87991333007812,0.0
r2_pageable_fp32,64,6,0.03285267390310764,0.022019274532794952,0.004267007827758789,0.006474751949310303,1948.0910500239686,38535168,19267584,9.030957887940009,-99.87991333007812,0.0
r1_pinned_fp16,64,7,0.00735299289226532,0.0,0.0008108479976654053,0.006480544090270996,8703.938782168847,19267584,19267584,23.762263772587776,-99.87991333007812,0.0
r2_pageable_fp32,64,7,0.03328855335712433,0.022547762840986252,0.004164415836334229,0.006485919952392578,1922.5827963564204,38535168,19267584,9.25343902109473,-99.87991333007812,0.0
r0_gpu_resident,64,7,0.006525913253426552,0.0,0.0,0.006487264156341553,9807.056501462936,0,19267584,,-99.87991333007812,0.0
r0_gpu_resident,64,8,0.006490880623459816,0.0,0.0,0.006461664199829102,9859.987220946032,0,19267584,,-99.87991333007812,0.0
r2_pageable_fp32,64,8,0.0326749999076128,0.021945644170045853,0.004196479797363282,0.006446080207824707,1958.6840147194287,38535168,19267584,9.182736450730037,-99.87991333007812,0.0
r1_pinned_fp16,64,8,0.007355295121669769,0.0,0.0008026559948921204,0.00649289608001709,8701.21442325906,19267584,19267584,24.004784269492223,-99.87991333007812,0.0
r1_pinned_fp16,64,9,0.007326913997530937,0.0,0.0007925760149955749,0.0064759359359741215,8734.918960638417,19267584,19267584,24.310077059432054,-99.87991333007812,0.0
r0_gpu_resident,64,9,0.006498083472251892,0.0,0.0,0.006468639850616455,9849.057845023493,0,19267584,,-99.87991333007812,0.0
r2_pageable_fp32,64,9,0.0328214056789875,0.022055836394429207,0.004180255889892578,0.006497280120849609,1949.9469530938845,38535168,19267584,9.218375385385858,-99.87991333007812,0.0
r1_pinned_fp16,64,10,0.0074457451701164246,0.0,0.0008028799891471863,0.006504992008209229,8595.513079988912,19267584,19267584,23.998087211596715,-99.87991333007812,0.0
r2_pageable_fp32,64,10,0.032294970005750656,0.02151060849428177,0.004199967861175537,0.0064849920272827145,1981.7327586495276,38535168,19267584,9.17511020887058,-99.87991333007812,0.0
r0_gpu_resident,64,10,0.006510017439723015,0.0,0.0,0.00647324800491333,9831.002849467488,0,19267584,,-99.87991333007812,0.0
r2_pageable_fp32,64,11,0.032261647284030914,0.02152242511510849,0.004180384159088135,0.006459296226501465,1983.779669914101,38535168,19267584,9.218092532530708,-99.87991333007812,0.0
r0_gpu_resident,64,11,0.006516886875033379,0.0,0.0,0.0064787201881408695,9820.640012210155,0,19267584,,-99.87991333007812,0.0
r1_pinned_fp16,64,11,0.007283378392457962,0.0,0.0007919999957084656,0.006443488121032715,8787.130992160572,19267584,19267584,24.327757707580062,-99.87991333007812,0.0
r2_pageable_fp32,64,12,0.0328220259398222,0.022107604891061783,0.004165919780731201,0.006457280158996582,1949.9101035792644,38535168,19267584,9.25009842441957,-99.87991333007812,0.0
r0_gpu_resident,64,12,0.00652160681784153,0.0,0.0,0.006482656002044678,9813.532429601792,0,19267584,,-99.87991333007812,0.0
r1_pinned_fp16,64,12,0.00731709785759449,0.0,0.0007932159900665283,0.0064748477935791015,8746.637156639055,19267584,19267584,24.290463431509995,-99.87991333007812,0.0
r0_gpu_resident,64,13,0.006492938846349716,0.0,0.0,0.006461311817169189,9856.861663802723,0,19267584,,-99.87991333007812,0.0
r2_pageable_fp32,64,13,0.03248214162886143,0.02178793214261532,0.004157887935638428,0.006452223777770996,1970.3134334939894,38535168,19267584,9.267966957383393,-99.87991333007812,0.0
r1_pinned_fp16,64,13,0.0073814671486616135,0.0,0.000803551971912384,0.006518239974975586,8670.363047216744,19267584,19267584,23.97801843998319,-99.87991333007812,0.0
r1_pinned_fp16,64,14,0.007301222532987595,0.0,0.0007909119725227356,0.006461408138275147,8765.655300991322,19267584,19267584,24.361224345287216,-99.87991333007812,0.0
r0_gpu_resident,64,14,0.006485925987362862,0.0,0.0,0.006456895828247071,9867.51932178955,0,19267584,,-99.87991333007812,0.0
r2_pageable_fp32,64,14,0.032680392265319824,0.021960409358143806,0.004175903797149658,0.006459392070770263,1958.3608262840926,38535168,19267584,9.227982700727663,-99.87991333007812,0.0
r2_pageable_fp32,64,15,0.03216989152133465,0.02140037529170513,0.004199103832244873,0.006482944011688232,1989.4378555039902,38535168,19267584,9.176998126145122,-99.87991333007812,0.0
r0_gpu_resident,64,15,0.00650385208427906,0.0,0.0,0.006467103958129883,9840.322192243442,0,19267584,,-99.87991333007812,0.0
r1_pinned_fp16,64,15,0.007326081395149231,0.0,0.0008010240197181701,0.006476287841796875,8735.91167610776,19267584,19267584,24.053690683057233,-99.87991333007812,0.0
r0_gpu_resident,64,16,0.006501873955130577,0.0,0.0,0.006472511768341065,9843.316010378532,0,19267584,,-99.87991333007812,0.0
r1_pinned_fp16,64,16,0.007310347631573677,0.0,0.0007928000092506409,0.006468063831329346,8754.713623136266,19267584,19267584,24.303208596341754,-99.87991333007812,0.0
r2_pageable_fp32,64,16,0.03238333761692047,0.02158002369105816,0.004223775863647461,0.006494880199432373,1976.3250087773426,38535168,19267584,9.123393201722305,-99.87991333007812,0.0
r1_pinned_fp16,64,17,0.007351035252213478,0.0,0.0008023040294647217,0.006488831996917724,8706.256711356253,19267584,19267584,24.015315008270466,-99.87991333007812,0.0
r0_gpu_resident,64,17,0.006524436175823212,0.0,0.0,0.006495999813079834,9809.276736763371,0,19267584,,-99.87991333007812,0.0
r2_pageable_fp32,64,17,0.034062428399920464,0.023308586329221725,0.004197535991668701,0.006471456050872803,1878.9030320618433,38535168,19267584,9.180425868053277,-99.87991333007812,0.0
r2_pageable_fp32,64,18,0.03261604346334934,0.021883657202124596,0.004171775817871094,0.006466400146484375,1962.2245129737094,38535168,19267584,9.237113805330255,-99.87991333007812,0.0
r1_pinned_fp16,64,18,0.007343107834458351,0.0,0.0008053119778633118,0.0064778242111206055,8715.65574724,19267584,19267584,23.92561458122302,-99.87991333007812,0.0
r0_gpu_resident,64,18,0.006530916318297386,0.0,0.0,0.0065008320808410645,9799.543721099895,0,19267584,,-99.87991333007812,0.0
r1_pinned_fp16,64,19,0.007315300405025482,0.0,0.000792959988117218,0.0064718079566955565,8748.786304938772,19267584,19267584,24.298305448864337,-99.87991333007812,0.0
r0_gpu_resident,64,19,0.006511956453323364,0.0,0.0,0.0064841599464416505,9828.075549758587,0,19267584,,-99.87991333007812,0.0
r2_pageable_fp32,64,19,0.032741034403443336,0.02198292687535286,0.004188064098358154,0.0064839677810668945,1954.7335985594027,38535168,19267584,9.201188686464214,-99.87991333007812,0.0
r1_pinned_fp16,64,20,0.007371654734015465,0.0,0.0008032320141792297,0.006510816097259522,8681.904173384708,19267584,19267584,23.987569792880187,-99.87991333007812,0.0
r2_pageable_fp32,64,20,0.032436637207865715,0.021626876667141914,0.0041998720169067385,0.006503424167633057,1973.0775292723727,38535168,19267584,9.175319591853102,-99.87991333007812,0.0
r0_gpu_resident,64,20,0.0065355971455574036,0.0,0.0,0.006499423980712891,9792.525239029495,0,19267584,,-99.87991333007812,0.0
r1_pinned_fp16,64,21,0.007360350340604782,0.0,0.0007998719811439514,0.006482143878936767,8695.238275130974,19267584,19267584,24.088334701315723,-99.87991333007812,0.0
r0_gpu_resident,64,21,0.006516864523291588,0.0,0.0,0.00648796796798706,9820.673695342433,0,19267584,,-99.87991333007812,0.0
r2_pageable_fp32,64,21,0.032402994111180305,0.021559715270996094,0.004279071807861328,0.006478847980499268,1975.12611891373,38535168,19267584,9.005496923235745,-99.87991333007812,0.0
r0_gpu_resident,64,22,0.0065407585352659225,0.0,0.0,0.006503583908081055,9784.797841860402,0,19267584,,-99.87991333007812,0.0
r1_pinned_fp16,64,22,0.007312396541237831,0.0,0.0007930240035057068,0.006471648216247559,8752.26058092935,19267584,19267584,24.296344013326383,-99.87991333007812,0.0
r2_pageable_fp32,64,22,0.03374242223799229,0.02297404408454895,0.004207168102264404,0.0064765758514404295,1896.7221602703787,38535168,19267584,9.159407721136553,-99.87991333007812,0.0
r1_pinned_fp16,64,23,0.007334671914577484,0.0,0.0008030080199241638,0.00647324800491333,8725.679995692995,19267584,19267584,23.99426098112897,-99.87991333007812,0.0
r2_pageable_fp32,64,23,0.034295110031962395,0.023574743419885635,0.004172639846801758,0.0064646081924438475,1866.155260629087,38535168,19267584,9.235201075294436,-99.87991333007812,0.0
r0_gpu_resident,64,23,0.006557883694767952,0.0,0.0,0.006512864112854004,9759.245966966575,0,19267584,,-99.87991333007812,0.0
r1_pinned_fp16,64,24,0.00734228640794754,0.0,0.0007991999983787537,0.006493760108947754,8716.630820982988,19267584,19267584,24.108588637494947,-99.87991333007812,0.0
r2_pageable_fp32,64,24,0.03300703689455986,0.022096581757068634,0.004354432106018067,0.0064737281799316405,1938.9804726927282,38535168,19267584,8.849642631180828,-99.87991333007812,0.0
r0_gpu_resident,64,24,0.006531879305839539,0.0,0.0,0.006494272232055664,9798.098985506917,0,19267584,,-99.87991333007812,0.0
r0_gpu_resident,64,25,0.0064932964742183685,0.0,0.0,0.0064635519981384275,9856.318782626357,0,19267584,,-99.87991333007812,0.0
r1_pinned_fp16,64,25,0.007310904562473297,0.0,0.000792352020740509,0.006471007823944092,8754.04670558969,19267584,19267584,24.316949405887904,-99.87991333007812,0.0
r2_pageable_fp32,64,25,0.032291680574417114,0.021535886451601982,0.00419916820526123,0.006473663806915283,1981.9346302683177,38535168,19267584,9.17685744327137,-99.87991333007812,0.0
r0_gpu_resident,64,26,0.006532773375511169,0.0,0.0,0.006495039939880371,9796.758026217647,0,19267584,,-99.87991333007812,0.0
r2_pageable_fp32,64,26,0.03390415012836456,0.023161105811595917,0.004175936222076416,0.006481919765472412,1887.6745105743541,38535168,19267584,9.22791104813354,-99.87991333007812,0.0
r1_pinned_fp16,64,26,0.007340587675571442,0.0,0.0008010560274124145,0.006482783794403076,8718.64799231048,19267584,19267584,24.052729572784685,-99.87991333007812,0.0
r1_pinned_fp16,64,27,0.007329344749450684,0.0,0.0007926719784736633,0.006488192081451416,8732.022054876958,19267584,19267584,24.307134001508256,-99.87991333007812,0.0
r0_gpu_resident,64,27,0.0065038129687309265,0.0,0.0,0.006475776195526123,9840.381374387549,0,19267584,,-99.87991333007812,0.0
